BW    336 #MHz
FRES  1 #MHz
NFRB 10000 #Number of FRBs
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
THRESH 4.4 #Jy ms to a 1 ms burst, very basic. Likely higher
SNRTHRESH 9 # signal-to-noise threshold: scales jy ms to snr
KEY ID 		DM   DMG DMEG	Z       SNR     w
FRB 8762   960.4  35    875.4  0.134    11.5    3.0
FRB 8763   379.3  35    294.3  0.242    10.8    3.0
FRB 8764   376.9  35    291.9  0.298    10.5    3.0
FRB 8765   598.6  35    513.6  0.205    50.9    3.0
FRB 8766   223.0  35    138.0  0.148    11.0    3.0
FRB 8767   476.2  35    391.2  0.458     9.5    2.0
FRB 8768   627.8  35    542.8  0.383    13.1    2.0
FRB 8769   667.3  35    582.3  0.807    14.7    1.0
FRB 8770   263.1  35    178.1  0.165    11.1    3.0
FRB 8771   364.9  35    279.9  0.146    11.5    2.0
FRB 8772   153.9  35     68.9  0.042    34.4    3.0
FRB 8773   573.3  35    488.3  0.453    10.9    3.0
FRB 8774   220.4  35    135.4  0.156     9.1    3.0
FRB 8775   372.6  35    287.6  0.182     9.4    3.0
FRB 8776   550.1  35    465.1  0.039    11.5    2.0
FRB 8777   173.3  35     88.3  0.016    24.3    3.0
FRB 8778   415.3  35    330.3  0.408    11.4    3.0
FRB 8779   517.4  35    432.4  0.462    40.2    2.0
FRB 8780   167.3  35     82.3  0.057    34.3    2.0
FRB 8781   280.6  35    195.6  0.318    23.5    2.0
FRB 8782   377.3  35    292.3  0.256    14.9    4.0
FRB 8783   405.4  35    320.4  0.016    10.7    1.0
FRB 8784   367.3  35    282.3  0.113    22.9    3.0
FRB 8785   327.0  35    242.0  0.041    34.4    3.0
FRB 8786   461.6  35    376.6  0.254    20.8    3.0
FRB 8787   377.7  35    292.7  0.352    16.0    3.0
FRB 8788   216.4  35    131.4  0.073    35.7    2.0
FRB 8789   154.6  35     69.6  0.022   184.0    4.0
FRB 8790   228.5  35    143.5  0.060    23.6    3.0
FRB 8791   255.5  35    170.5  0.105    15.2    2.0
FRB 8792   256.3  35    171.3  0.318    12.2    3.0
FRB 8793   579.3  35    494.3  0.247    22.8    3.0
FRB 8794   159.6  35     74.6  0.002    36.5    3.0
FRB 8795   491.5  35    406.5  0.104    31.8    3.0
FRB 8796   413.0  35    328.0  0.158    50.2    2.0
FRB 8797   226.1  35    141.1  0.052    20.7    1.0
FRB 8798   598.9  35    513.9  0.088   273.9    3.0
FRB 8799   514.2  35    429.2  0.285    19.4    3.0
FRB 8800   443.3  35    358.3  0.181    19.3    3.0
FRB 8801   553.3  35    468.3  0.461    27.3    2.0
FRB 8802   459.2  35    374.2  0.305     9.9    3.0
FRB 8803   185.8  35    100.8  0.041    11.0    1.0
FRB 8804   392.3  35    307.3  0.294     9.7    1.0
FRB 8805   571.5  35    486.5  0.708     9.9    0.0
FRB 8806   456.0  35    371.0  0.409     9.6    3.0
FRB 8807   304.6  35    219.6  0.169    12.2    4.0
FRB 8808   513.6  35    428.6  0.342    10.9    3.0
FRB 8809   199.2  35    114.2  0.135    22.4    3.0
FRB 8810   307.7  35    222.7  0.088    24.3    3.0
FRB 8811   681.8  35    596.8  0.181    21.9    2.0
FRB 8812   468.1  35    383.1  0.511    10.9    3.0
FRB 8813   376.1  35    291.1  0.171    16.5    3.0
FRB 8814   444.6  35    359.6  0.291     9.9    3.0
FRB 8815   220.5  35    135.5  0.122    12.3    4.0
FRB 8816   516.4  35    431.4  0.276    28.5    3.0
FRB 8817   768.9  35    683.9  0.333    20.1    2.0
FRB 8818   451.5  35    366.5  0.175    12.9    3.0
FRB 8819   859.6  35    774.6  0.354    12.5    3.0
FRB 8820   200.6  35    115.6  0.017   178.1    2.0
FRB 8821   120.0  35     35.0  0.001    16.6    2.0
FRB 8822   229.5  35    144.5  0.081    10.6    3.0
FRB 8823   254.3  35    169.3  0.078    10.1    4.0
FRB 8824   640.6  35    555.6  0.210    10.5    3.0
FRB 8825   451.2  35    366.2  0.146    21.7    2.0
FRB 8826  1409.2  35   1324.2  0.455    10.3    2.0
FRB 8827   258.3  35    173.3  0.259     9.2    3.0
FRB 8828   171.2  35     86.2  0.080     9.2    4.0
FRB 8829   215.9  35    130.9  0.009    89.0    3.0
FRB 8830   280.9  35    195.9  0.121    10.7    3.0
FRB 8831   939.6  35    854.6  0.506    13.5    1.0
FRB 8832   203.8  35    118.8  0.091    49.4    3.0
FRB 8833   428.4  35    343.4  0.484    11.3    0.0
FRB 8834   166.6  35     81.6  0.068    10.5    0.0
FRB 8835   513.9  35    428.9  0.474    25.0    1.0
FRB 8836   451.1  35    366.1  0.527    16.9    3.0
FRB 8837   317.8  35    232.8  0.230    33.6    3.0
FRB 8838   359.5  35    274.5  0.318    25.5    3.0
FRB 8839   441.8  35    356.8  0.304    11.6    1.0
FRB 8840   435.2  35    350.2  0.132    36.4    2.0
FRB 8841   269.4  35    184.4  0.179    12.5    3.0
FRB 8842   522.4  35    437.4  0.473    12.4    1.0
FRB 8843   541.5  35    456.5  0.424     9.1    4.0
FRB 8844   696.1  35    611.1  0.306    21.9    3.0
FRB 8845   321.1  35    236.1  0.078    19.4    2.0
FRB 8846   464.5  35    379.5  0.501    12.3    1.0
FRB 8847   932.1  35    847.1  0.138     9.2    1.0
FRB 8848   312.3  35    227.3  0.310    17.2    4.0
FRB 8849   215.8  35    130.8  0.076    23.4    3.0
FRB 8850   281.6  35    196.6  0.157    17.1    3.0
FRB 8851  1748.9  35   1663.9  0.370    11.8    3.0
FRB 8852   306.1  35    221.1  0.348    11.6    3.0
FRB 8853   234.4  35    149.4  0.193    33.3    4.0
FRB 8854   266.9  35    181.9  0.269    14.1    4.0
FRB 8855   523.0  35    438.0  0.217    15.4    3.0
FRB 8856   264.8  35    179.8  0.150    13.3    2.0
FRB 8857   428.6  35    343.6  0.325    59.3    3.0
FRB 8858   370.4  35    285.4  0.053    24.1    3.0
FRB 8859   157.1  35     72.1  0.089    26.6    3.0
FRB 8860   647.4  35    562.4  0.017    80.6    3.0
FRB 8861   992.7  35    907.7  0.252    11.5    3.0
FRB 8862   500.1  35    415.1  0.426    26.0    3.0
FRB 8863   204.6  35    119.6  0.131    24.0    3.0
FRB 8864   447.4  35    362.4  0.113    10.7    2.0
FRB 8865   463.8  35    378.8  0.190    93.7    2.0
FRB 8866   265.5  35    180.5  0.074     9.9    2.0
FRB 8867   358.8  35    273.8  0.347    10.0    3.0
FRB 8868   372.7  35    287.7  0.092     9.4    3.0
FRB 8869   529.3  35    444.3  0.302    21.0    3.0
FRB 8870   166.0  35     81.0  0.112     9.1    3.0
FRB 8871   422.0  35    337.0  0.438    13.2    1.0
FRB 8872   431.8  35    346.8  0.095    17.0    1.0
FRB 8873   538.1  35    453.1  0.548    11.7    2.0
FRB 8874   285.7  35    200.7  0.182     9.1    2.0
FRB 8875   438.5  35    353.5  0.567    12.0    2.0
FRB 8876   802.1  35    717.1  0.110    11.1    3.0
FRB 8877   326.7  35    241.7  0.284    36.3    1.0
FRB 8878   509.1  35    424.1  0.039    20.8    1.0
FRB 8879   492.2  35    407.2  0.314     9.4    2.0
FRB 8880   663.2  35    578.2  0.280     9.3    4.0
FRB 8881   548.3  35    463.3  0.461    15.8    3.0
FRB 8882   259.3  35    174.3  0.043    27.3    4.0
FRB 8883   719.2  35    634.2  0.636    12.5    3.0
FRB 8884   388.2  35    303.2  0.262   141.5    2.0
FRB 8885   311.6  35    226.6  0.135    19.2    3.0
FRB 8886   447.9  35    362.9  0.294    19.4    2.0
FRB 8887   800.7  35    715.7  0.024    74.6    2.0
FRB 8888   519.4  35    434.4  0.442    11.2    3.0
FRB 8889   936.6  35    851.6  0.337     9.0    3.0
FRB 8890   346.1  35    261.1  0.302    11.9    3.0
FRB 8891   375.1  35    290.1  0.067    16.6    2.0
FRB 8892   305.6  35    220.6  0.184    10.2    2.0
FRB 8893   382.2  35    297.2  0.088    16.8    3.0
FRB 8894   458.3  35    373.3  0.271     9.0    3.0
FRB 8895  1140.8  35   1055.8  0.186     9.6    3.0
FRB 8896   392.9  35    307.9  0.172    43.7    2.0
FRB 8897   569.9  35    484.9  0.001    12.3    2.0
FRB 8898   401.7  35    316.7  0.152     9.1    3.0
FRB 8899   466.9  35    381.9  0.489    15.9    2.0
FRB 8900   253.4  35    168.4  0.168    18.9    1.0
FRB 8901  1641.5  35   1556.5  0.496    11.6    2.0
FRB 8902   798.3  35    713.3  0.105    15.0    3.0
FRB 8903   433.1  35    348.1  0.368    12.4    1.0
FRB 8904   484.0  35    399.0  0.001    10.3    2.0
FRB 8905   319.1  35    234.1  0.295     9.5    2.0
FRB 8906   126.2  35     41.2  0.044    15.9    2.0
FRB 8907   306.3  35    221.3  0.025    19.7    2.0
FRB 8908   174.1  35     89.1  0.109    12.9    3.0
FRB 8909   834.7  35    749.7  0.585    17.5    2.0
FRB 8910   402.5  35    317.5  0.186   202.4    2.0
FRB 8911   249.0  35    164.0  0.180    21.5    3.0
FRB 8912   459.6  35    374.6  0.270    29.9    2.0
FRB 8913   780.1  35    695.1  0.070    45.9    5.0
FRB 8914   935.4  35    850.4  0.412    11.0    3.0
FRB 8915   277.8  35    192.8  0.091    10.8    3.0
FRB 8916  1312.8  35   1227.8  0.357    16.1    0.0
FRB 8917   238.7  35    153.7  0.037    11.1    3.0
FRB 8918   396.1  35    311.1  0.022    46.5    3.0
FRB 8919   678.8  35    593.8  0.084    12.4    3.0
FRB 8920   186.2  35    101.2  0.082    10.3    2.0
FRB 8921   788.6  35    703.6  0.442    11.9    1.0
FRB 8922   363.8  35    278.8  0.128    21.7    3.0
FRB 8923   765.6  35    680.6  0.179    13.4    0.0
FRB 8924   444.9  35    359.9  0.390     9.6    1.0
FRB 8925   598.4  35    513.4  0.148     9.5    3.0
FRB 8926   513.1  35    428.1  0.551    13.3    1.0
FRB 8927   255.3  35    170.3  0.061    11.2    3.0
FRB 8928  1751.0  35   1666.0  0.160    14.6    3.0
FRB 8929   315.9  35    230.9  0.118    14.7    3.0
FRB 8930   317.3  35    232.3  0.307    19.3    3.0
FRB 8931   411.5  35    326.5  0.418     9.4    2.0
FRB 8932   131.4  35     46.4  0.016    18.0    2.0
FRB 8933   523.1  35    438.1  0.183    22.0    3.0
FRB 8934   597.9  35    512.9  0.443    21.4    3.0
FRB 8935   159.6  35     74.6  0.031    14.8    4.0
FRB 8936   540.2  35    455.2  0.187    12.6    4.0
FRB 8937   404.5  35    319.5  0.372     9.1    3.0
FRB 8938   245.1  35    160.1  0.059    31.0    2.0
FRB 8939   176.9  35     91.9  0.173    11.3    3.0
FRB 8940  1449.6  35   1364.6  0.092    23.7    2.0
FRB 8941   353.5  35    268.5  0.291    11.8    2.0
FRB 8942   462.6  35    377.6  0.355    10.5    1.0
FRB 8943   233.2  35    148.2  0.130    36.7    3.0
FRB 8944   549.7  35    464.7  0.595    12.6    3.0
FRB 8945   386.6  35    301.6  0.230    10.2    3.0
FRB 8946   271.1  35    186.1  0.200    18.1    1.0
FRB 8947   860.7  35    775.7  0.289    40.3    0.0
FRB 8948   381.8  35    296.8  0.058    78.1    3.0
FRB 8949   685.9  35    600.9  0.196    11.5    2.0
FRB 8950   664.5  35    579.5  0.523    18.2    2.0
FRB 8951   502.0  35    417.0  0.098    91.1    3.0
FRB 8952   776.4  35    691.4  0.053   161.2    4.0
FRB 8953   715.4  35    630.4  0.567    12.3    2.0
FRB 8954   510.6  35    425.6  0.510    34.3    2.0
FRB 8955   259.8  35    174.8  0.013    42.9    4.0
FRB 8956   833.9  35    748.9  0.567    21.1    3.0
FRB 8957   220.2  35    135.2  0.137    18.4    3.0
FRB 8958   538.9  35    453.9  0.108    10.1    3.0
FRB 8959   400.1  35    315.1  0.008    29.6    3.0
FRB 8960   311.4  35    226.4  0.189    29.5    2.0
FRB 8961   363.9  35    278.9  0.285    12.4    2.0
FRB 8962   345.1  35    260.1  0.024     9.7    2.0
FRB 8963   402.8  35    317.8  0.333    11.6    2.0
FRB 8964   342.6  35    257.6  0.142    31.7    3.0
FRB 8965   442.6  35    357.6  0.121    27.8    1.0
FRB 8966   501.8  35    416.8  0.422     9.2    1.0
FRB 8967   459.7  35    374.7  0.260     9.8    3.0
FRB 8968   317.6  35    232.6  0.134    14.8    1.0
FRB 8969   409.6  35    324.6  0.257    19.0    2.0
FRB 8970   138.9  35     53.9  0.048   152.8    2.0
FRB 8971   893.1  35    808.1  0.010    10.3    1.0
FRB 8972   302.4  35    217.4  0.274     9.5    3.0
FRB 8973   412.6  35    327.6  0.329    14.8    2.0
FRB 8974   507.4  35    422.4  0.608    13.2    1.0
FRB 8975   673.1  35    588.1  0.151    10.5    4.0
FRB 8976   275.1  35    190.1  0.120    74.0    2.0
FRB 8977   248.6  35    163.6  0.178    10.2    2.0
FRB 8978   506.7  35    421.7  0.128    19.7    2.0
FRB 8979   708.2  35    623.2  0.375    13.8    4.0
FRB 8980   449.5  35    364.5  0.259    11.2    2.0
FRB 8981   257.7  35    172.7  0.096     9.5    4.0
FRB 8982   248.1  35    163.1  0.093    14.0    2.0
FRB 8983   163.9  35     78.9  0.110    11.5    2.0
FRB 8984   246.9  35    161.9  0.275    26.0    2.0
FRB 8985   383.2  35    298.2  0.421    14.1    4.0
FRB 8986   573.1  35    488.1  0.448    14.5    1.0
FRB 8987   260.8  35    175.8  0.068   105.3    1.0
FRB 8988   319.4  35    234.4  0.155    18.4    3.0
FRB 8989   561.2  35    476.2  0.471    10.1    2.0
FRB 8990   209.8  35    124.8  0.162    29.3    3.0
FRB 8991   806.7  35    721.7  0.621    11.4    1.0
FRB 8992   717.7  35    632.7  0.648    13.5    3.0
FRB 8993   195.1  35    110.1  0.029   125.5    0.0
FRB 8994   321.9  35    236.9  0.252    10.9    5.0
FRB 8995   397.1  35    312.1  0.082    23.2    3.0
FRB 8996   297.3  35    212.3  0.326    12.3    3.0
FRB 8997   725.4  35    640.4  0.667    15.9    2.0
FRB 8998   445.0  35    360.0  0.111    18.4    3.0
FRB 8999   448.4  35    363.4  0.296    27.4    3.0
FRB 9000   249.6  35    164.6  0.075   139.1    1.0
FRB 9001   242.7  35    157.7  0.104    41.3    4.0
FRB 9002   494.9  35    409.9  0.175    10.4    4.0
FRB 9003   725.2  35    640.2  0.517    10.5    2.0
FRB 9004   423.6  35    338.6  0.238     9.3    3.0
FRB 9005   444.8  35    359.8  0.363     9.1    2.0
FRB 9006   318.1  35    233.1  0.155    32.1    4.0
FRB 9007   340.5  35    255.5  0.066    11.2    4.0
FRB 9008   628.8  35    543.8  0.324    10.1    2.0
FRB 9009   367.9  35    282.9  0.011    39.4    2.0
FRB 9010   225.1  35    140.1  0.141    66.5    3.0
FRB 9011   227.6  35    142.6  0.270    15.5    1.0
FRB 9012   386.0  35    301.0  0.286    99.9    2.0
FRB 9013   335.1  35    250.1  0.171    10.4    5.0
FRB 9014   697.8  35    612.8  0.171    18.5    4.0
FRB 9015   364.7  35    279.7  0.441     9.8    2.0
FRB 9016   542.2  35    457.2  0.204    25.9    3.0
FRB 9017   265.2  35    180.2  0.018    13.1    2.0
FRB 9018   501.1  35    416.1  0.084    13.8    3.0
FRB 9019   496.4  35    411.4  0.084     9.5    2.0
FRB 9020  1264.0  35   1179.0  0.060    80.8    3.0
FRB 9021  1492.9  35   1407.9  0.382    27.0    2.0
FRB 9022   308.3  35    223.3  0.246     9.4    3.0
FRB 9023   820.7  35    735.7  0.468    17.9    2.0
FRB 9024   224.7  35    139.7  0.089    11.3    1.0
FRB 9025   373.2  35    288.2  0.353   115.7    2.0
FRB 9026   423.3  35    338.3  0.478    10.7    3.0
FRB 9027   531.1  35    446.1  0.045    28.0    3.0
FRB 9028   620.5  35    535.5  0.214    27.8    4.0
FRB 9029   237.1  35    152.1  0.149    15.8    2.0
FRB 9030   278.5  35    193.5  0.180    19.1    4.0
FRB 9031   411.1  35    326.1  0.223     9.6    2.0
FRB 9032   351.2  35    266.2  0.295     9.0    2.0
FRB 9033  1079.9  35    994.9  0.523    13.4    0.0
FRB 9034   570.4  35    485.4  0.136   103.6    1.0
FRB 9035   532.4  35    447.4  0.325    17.5    2.0
FRB 9036   199.5  35    114.5  0.131    13.0    2.0
FRB 9037   380.8  35    295.8  0.081     9.4    3.0
FRB 9038   326.7  35    241.7  0.338    28.4    2.0
FRB 9039   139.9  35     54.9  0.026    13.6    3.0
FRB 9040   573.1  35    488.1  0.637    18.1    1.0
FRB 9041   710.7  35    625.7  0.158     9.3    3.0
FRB 9042   531.8  35    446.8  0.436    21.3    2.0
FRB 9043   310.6  35    225.6  0.300     9.1    1.0
FRB 9044   308.5  35    223.5  0.178    20.8    2.0
FRB 9045   741.2  35    656.2  0.529    17.1    2.0
FRB 9046   370.4  35    285.4  0.380    14.2    2.0
FRB 9047   469.7  35    384.7  0.229    71.9    1.0
FRB 9048   281.8  35    196.8  0.079    14.3    2.0
FRB 9049   501.5  35    416.5  0.385    11.8    2.0
FRB 9050   264.7  35    179.7  0.137    30.8    2.0
FRB 9051   596.5  35    511.5  0.587    11.5    2.0
FRB 9052   623.0  35    538.0  0.642     9.8    2.0
FRB 9053   832.7  35    747.7  0.539    10.6    2.0
FRB 9054   249.9  35    164.9  0.074    16.2    3.0
FRB 9055   208.2  35    123.2  0.120    11.5    2.0
FRB 9056   195.1  35    110.1  0.153    66.9    3.0
FRB 9057   301.6  35    216.6  0.303    11.6    1.0
FRB 9058  1189.7  35   1104.7  0.331    66.6    2.0
FRB 9059   681.7  35    596.7  0.427    20.7    2.0
FRB 9060  1809.8  35   1724.8  0.364     9.2    1.0
FRB 9061   339.0  35    254.0  0.008    60.4    3.0
FRB 9062   897.2  35    812.2  0.219    15.0    4.0
FRB 9063   230.4  35    145.4  0.003    14.7    3.0
FRB 9064   287.9  35    202.9  0.018    10.0    3.0
FRB 9065   450.1  35    365.1  0.203     9.0    4.0
FRB 9066   587.0  35    502.0  0.573    12.1    2.0
FRB 9067   343.4  35    258.4  0.398    10.6    3.0
FRB 9068   289.0  35    204.0  0.144    15.3    2.0
FRB 9069   294.6  35    209.6  0.227    15.7    4.0
FRB 9070   504.6  35    419.6  0.083    34.0    3.0
FRB 9071   401.8  35    316.8  0.274    11.2    4.0
FRB 9072   676.7  35    591.7  0.348    10.6    4.0
FRB 9073   396.3  35    311.3  0.350    10.3    3.0
FRB 9074   249.4  35    164.4  0.030    41.7    2.0
FRB 9075   451.5  35    366.5  0.048    92.0    2.0
FRB 9076   569.0  35    484.0  0.120    85.6    3.0
FRB 9077   782.8  35    697.8  0.840    11.5    1.0
FRB 9078   815.1  35    730.1  0.289    26.0    1.0
FRB 9079   369.5  35    284.5  0.193    11.1    4.0
FRB 9080   266.0  35    181.0  0.313   100.1    3.0
FRB 9081   507.7  35    422.7  0.400     9.8    2.0
FRB 9082   313.6  35    228.6  0.115    47.3    3.0
FRB 9083   549.8  35    464.8  0.569    11.9    2.0
FRB 9084  1091.9  35   1006.9  0.155    24.2    3.0
FRB 9085   172.6  35     87.6  0.019    11.4    0.0
FRB 9086   540.8  35    455.8  0.414    17.9    3.0
FRB 9087   362.9  35    277.9  0.298    10.5    2.0
FRB 9088   820.9  35    735.9  0.320    10.6    2.0
FRB 9089   409.8  35    324.8  0.360    23.0    2.0
FRB 9090   361.0  35    276.0  0.063    24.9    2.0
FRB 9091   533.0  35    448.0  0.016    22.9    4.0
FRB 9092   599.8  35    514.8  0.605    11.7    1.0
FRB 9093   210.0  35    125.0  0.078    33.3    2.0
FRB 9094   221.6  35    136.6  0.110    13.5    1.0
FRB 9095   688.6  35    603.6  0.381    17.4    1.0
FRB 9096   547.7  35    462.7  0.194    13.1    2.0
FRB 9097   744.1  35    659.1  0.063    10.4    1.0
FRB 9098   602.8  35    517.8  0.555    11.3    1.0
FRB 9099   339.8  35    254.8  0.253    10.8    3.0
FRB 9100   369.1  35    284.1  0.128    14.5    1.0
FRB 9101   396.9  35    311.9  0.423    40.1    1.0
FRB 9102   593.6  35    508.6  0.262    14.2    4.0
FRB 9103   565.2  35    480.2  0.537    16.4    0.0
FRB 9104  1005.3  35    920.3  0.399    10.3    4.0
FRB 9105   726.4  35    641.4  0.231    13.1    5.0
FRB 9106   425.8  35    340.8  0.405     9.3    2.0
FRB 9107   275.7  35    190.7  0.093   167.1    2.0
FRB 9108   270.9  35    185.9  0.015   158.7    3.0
FRB 9109   556.4  35    471.4  0.545    14.0    1.0
FRB 9110   206.7  35    121.7  0.103    54.5    2.0
FRB 9111   260.9  35    175.9  0.015    18.4    5.0
FRB 9112   378.4  35    293.4  0.104    37.2    3.0
FRB 9113   478.8  35    393.8  0.244    17.1    2.0
FRB 9114   613.9  35    528.9  0.443    10.7    2.0
FRB 9115   232.1  35    147.1  0.056    50.3    2.0
FRB 9116   556.8  35    471.8  0.479    12.5    1.0
FRB 9117   378.3  35    293.3  0.257    12.9    2.0
FRB 9118   266.0  35    181.0  0.215    38.8    1.0
FRB 9119  1323.7  35   1238.7  0.339    16.0    3.0
FRB 9120   416.7  35    331.7  0.149    10.9    2.0
FRB 9121   271.5  35    186.5  0.129    58.3    3.0
FRB 9122   933.7  35    848.7  0.663    10.4    2.0
FRB 9123   834.9  35    749.9  0.212    11.7    3.0
FRB 9124   110.3  35     25.3  0.018    20.8    3.0
FRB 9125   438.3  35    353.3  0.473    10.0    1.0
FRB 9126   477.7  35    392.7  0.348    63.7    4.0
FRB 9127   442.1  35    357.1  0.022    52.2    2.0
FRB 9128   266.2  35    181.2  0.076    20.2    0.0
FRB 9129   181.4  35     96.4  0.102    10.8    3.0
FRB 9130   294.7  35    209.7  0.102    37.0    4.0
FRB 9131   684.1  35    599.1  0.112    31.3    2.0
FRB 9132   293.3  35    208.3  0.213    17.7    2.0
FRB 9133   346.0  35    261.0  0.227    11.8    3.0
FRB 9134   364.3  35    279.3  0.405    17.2    2.0
FRB 9135   241.4  35    156.4  0.133    13.6    3.0
FRB 9136   493.2  35    408.2  0.632     9.8    3.0
FRB 9137  1573.9  35   1488.9  0.179    34.7    1.0
FRB 9138   394.0  35    309.0  0.232     9.2    4.0
FRB 9139   239.7  35    154.7  0.026    70.4    4.0
FRB 9140   271.4  35    186.4  0.187    37.9    3.0
FRB 9141   516.3  35    431.3  0.193    15.0    3.0
FRB 9142   498.4  35    413.4  0.489    23.3    4.0
FRB 9143   166.3  35     81.3  0.031     9.9    3.0
FRB 9144   263.4  35    178.4  0.094    11.8    3.0
FRB 9145   599.7  35    514.7  0.354    11.8    3.0
FRB 9146   185.9  35    100.9  0.101    10.4    2.0
FRB 9147   743.5  35    658.5  0.374    13.3    1.0
FRB 9148   522.1  35    437.1  0.515    24.8    1.0
FRB 9149   232.6  35    147.6  0.141    14.7    2.0
FRB 9150   239.7  35    154.7  0.012    22.8    1.0
FRB 9151   350.7  35    265.7  0.269     9.3    4.0
FRB 9152   177.4  35     92.4  0.007    24.5    1.0
FRB 9153   416.7  35    331.7  0.315    28.0    2.0
FRB 9154   221.5  35    136.5  0.255    17.0    1.0
FRB 9155   431.9  35    346.9  0.272    15.0    3.0
FRB 9156   888.4  35    803.4  0.260    16.0    2.0
FRB 9157   664.0  35    579.0  0.598    12.9    3.0
FRB 9158   532.6  35    447.6  0.266    12.0    3.0
FRB 9159   177.1  35     92.1  0.007    25.9    2.0
FRB 9160   325.4  35    240.4  0.084    15.1    1.0
FRB 9161   591.6  35    506.6  0.105    19.0    5.0
FRB 9162   235.3  35    150.3  0.232    12.5    3.0
FRB 9163   788.5  35    703.5  0.118    15.2    2.0
FRB 9164   608.4  35    523.4  0.472    19.4    2.0
FRB 9165   287.9  35    202.9  0.128    13.1    4.0
FRB 9166   391.3  35    306.3  0.316    29.9    5.0
FRB 9167   268.0  35    183.0  0.090    11.0    1.0
FRB 9168   472.0  35    387.0  0.199    14.8    1.0
FRB 9169   311.8  35    226.8  0.189     9.7    5.0
FRB 9170   447.9  35    362.9  0.563    11.5    2.0
FRB 9171   263.1  35    178.1  0.093    22.4    1.0
FRB 9172   684.6  35    599.6  0.471    16.4    2.0
FRB 9173   265.3  35    180.3  0.211    13.4    3.0
FRB 9174   154.3  35     69.3  0.004    30.0    2.0
FRB 9175   904.8  35    819.8  0.133    13.4    3.0
FRB 9176   470.4  35    385.4  0.066    13.9    4.0
FRB 9177   477.8  35    392.8  0.423    12.7    2.0
FRB 9178   473.0  35    388.0  0.411    11.9    2.0
FRB 9179   359.5  35    274.5  0.282    10.1    2.0
FRB 9180   617.7  35    532.7  0.569    10.7    2.0
FRB 9181   365.0  35    280.0  0.091    11.6    3.0
FRB 9182   715.4  35    630.4  0.323    14.3    2.0
FRB 9183   483.8  35    398.8  0.391    11.3    0.0
FRB 9184   347.2  35    262.2  0.181    26.0    6.0
FRB 9185   476.2  35    391.2  0.529    15.8    2.0
FRB 9186   283.3  35    198.3  0.115   171.3    2.0
FRB 9187   253.1  35    168.1  0.063    19.1    4.0
FRB 9188   176.6  35     91.6  0.004    74.5    2.0
FRB 9189   295.7  35    210.7  0.054    27.1    3.0
FRB 9190   370.0  35    285.0  0.233    10.1    4.0
FRB 9191   507.6  35    422.6  0.616    20.8    2.0
FRB 9192   426.7  35    341.7  0.437    10.9    1.0
FRB 9193   629.8  35    544.8  0.597    32.4    2.0
FRB 9194   181.8  35     96.8  0.049    21.9    2.0
FRB 9195   617.4  35    532.4  0.367    10.4    2.0
FRB 9196   262.2  35    177.2  0.203    12.4    3.0
FRB 9197   154.9  35     69.9  0.056    15.1    3.0
FRB 9198   456.2  35    371.2  0.144    44.2    1.0
FRB 9199   263.3  35    178.3  0.207    12.0    3.0
FRB 9200   493.8  35    408.8  0.585     9.0    1.0
FRB 9201   255.3  35    170.3  0.113    13.6    2.0
FRB 9202   532.4  35    447.4  0.631    10.1    1.0
FRB 9203   663.6  35    578.6  0.538    29.5    3.0
FRB 9204   251.7  35    166.7  0.163    19.8    1.0
FRB 9205   361.1  35    276.1  0.368    11.1    3.0
FRB 9206   825.4  35    740.4  0.524    11.1    2.0
FRB 9207  1016.5  35    931.5  0.401    10.8    3.0
FRB 9208   584.9  35    499.9  0.298    16.5    3.0
FRB 9209   637.1  35    552.1  0.318    10.7    4.0
FRB 9210   258.1  35    173.1  0.016    13.6    3.0
FRB 9211   556.5  35    471.5  0.733    15.9    2.0
FRB 9212   398.1  35    313.1  0.268    10.9    3.0
FRB 9213  1276.0  35   1191.0  0.046    36.1    4.0
FRB 9214   451.0  35    366.0  0.196    17.6    3.0
FRB 9215   660.3  35    575.3  0.296     9.6    2.0
FRB 9216   324.4  35    239.4  0.084    10.9    1.0
FRB 9217   484.6  35    399.6  0.340    10.1    3.0
FRB 9218   345.1  35    260.1  0.206    11.4    3.0
FRB 9219   499.2  35    414.2  0.370    37.4    1.0
FRB 9220   844.9  35    759.9  0.404     9.8    3.0
FRB 9221   448.5  35    363.5  0.058     9.2    4.0
FRB 9222   282.0  35    197.0  0.195    30.9    2.0
FRB 9223   511.2  35    426.2  0.445    10.6    3.0
FRB 9224   691.6  35    606.6  0.353    72.9    1.0
FRB 9225   222.1  35    137.1  0.057    10.2    2.0
FRB 9226   304.8  35    219.8  0.190    17.0    2.0
FRB 9227   567.0  35    482.0  0.105     9.2    1.0
FRB 9228   105.6  35     20.6  0.036    27.2    3.0
FRB 9229   485.1  35    400.1  0.529    11.0    3.0
FRB 9230   183.3  35     98.3  0.070     9.2    2.0
FRB 9231   629.6  35    544.6  0.534     9.3    2.0
FRB 9232   625.1  35    540.1  0.251     9.6    3.0
FRB 9233   432.8  35    347.8  0.294    11.3    3.0
FRB 9234   433.7  35    348.7  0.270    19.8    4.0
FRB 9235   486.6  35    401.6  0.448    50.2    1.0
FRB 9236   214.9  35    129.9  0.158   129.1    3.0
