BW    336 #MHz
FRES  1 #MHz
NFRB 5388 #Number of FRBs
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
THRESH 6.844 #Jy ms to a 1 ms burst, very basic. Likely higher
SNRTHRESH 14 # signal-to-noise threshold: scales jy ms to snr
KEY ID 		DM   DMG DMEG	Z       SNR     w
FRB 8059   780.0  35    695.0  0.007    14.3    2.0
FRB 8060   254.7  35    169.7  0.177    14.2    4.0
FRB 8061   271.8  35    186.8  0.095    76.3    1.0
FRB 8062   149.0  35     64.0  0.062    28.1    4.0
FRB 8064   456.9  35    371.9  0.392    26.9    3.0
FRB 8067   205.4  35    120.4  0.151    18.8    4.0
FRB 8071   113.4  35     28.4  0.003    21.2    2.0
FRB 8078   269.9  35    184.9  0.172    19.5    3.0
FRB 8079   433.7  35    348.7  0.363    15.5    2.0
FRB 8080   257.2  35    172.2  0.061    32.8    5.0
FRB 8081   348.1  35    263.1  0.188    22.6    2.0
FRB 8082   426.0  35    341.0  0.444    24.6    2.0
FRB 8083   155.3  35     70.3  0.096    21.8    2.0
FRB 8084   332.4  35    247.4  0.201    24.5    3.0
FRB 8085   309.4  35    224.4  0.220    61.1    2.0
FRB 8086   177.9  35     92.9  0.101    38.3    3.0
FRB 8087   458.6  35    373.6  0.096    48.7    3.0
FRB 8088   233.6  35    148.6  0.126    51.3    2.0
FRB 8089   503.0  35    418.0  0.442    25.9    3.0
FRB 8091   206.5  35    121.5  0.018    22.5    2.0
FRB 8092   205.2  35    120.2  0.119    14.8    3.0
FRB 8093   533.4  35    448.4  0.507    19.7    2.0
FRB 8097   290.8  35    205.8  0.050   154.2    0.0
FRB 8099   351.2  35    266.2  0.020    36.3    4.0
FRB 8100   305.3  35    220.3  0.375    16.3    1.0
FRB 8101   819.6  35    734.6  0.453    15.0    3.0
FRB 8103   236.0  35    151.0  0.029    36.8    3.0
FRB 8105   722.3  35    637.3  0.439    16.7    2.0
FRB 8107   292.3  35    207.3  0.039    46.3    3.0
FRB 8108   357.7  35    272.7  0.211    22.5    4.0
FRB 8109   151.4  35     66.4  0.047    26.1    3.0
FRB 8111   449.2  35    364.2  0.334    16.7    3.0
FRB 8112   395.4  35    310.4  0.397    18.8    1.0
FRB 8113   411.7  35    326.7  0.114    22.2    3.0
FRB 8115   930.6  35    845.6  0.129    41.2    1.0
FRB 8117   294.4  35    209.4  0.217    39.6    3.0
FRB 8119   258.9  35    173.9  0.048    15.3    1.0
FRB 8121   230.0  35    145.0  0.001    14.1    1.0
FRB 8122   473.4  35    388.4  0.105    45.1    2.0
FRB 8123   616.5  35    531.5  0.172    16.9    2.0
FRB 8125   263.8  35    178.8  0.030    17.8    1.0
FRB 8126   464.7  35    379.7  0.283    16.4    3.0
FRB 8127   374.3  35    289.3  0.155    63.1    2.0
FRB 8131   309.7  35    224.7  0.214    15.3    1.0
FRB 8132   388.8  35    303.8  0.484    15.5    1.0
FRB 8136   446.9  35    361.9  0.211    14.3    2.0
FRB 8137   647.0  35    562.0  0.397    14.7    2.0
FRB 8140   859.6  35    774.6  0.426    21.1    3.0
FRB 8141   783.2  35    698.2  0.224   196.1    2.0
FRB 8143   334.6  35    249.6  0.138    20.1    2.0
FRB 8144   267.2  35    182.2  0.026    17.6    4.0
FRB 8145   483.0  35    398.0  0.379    14.0    1.0
FRB 8150   471.7  35    386.7  0.466    14.7    1.0
FRB 8155  1019.8  35    934.8  0.581    16.2    3.0
FRB 8157   630.5  35    545.5  0.397    23.4    2.0
FRB 8159   360.0  35    275.0  0.222    61.5    1.0
FRB 8160   252.3  35    167.3  0.067    23.7    4.0
FRB 8162   181.2  35     96.2  0.009    28.5    3.0
FRB 8163   317.6  35    232.6  0.080    23.3    4.0
FRB 8165   828.7  35    743.7  0.254    64.4    3.0
FRB 8167   445.0  35    360.0  0.227    35.6    4.0
FRB 8168   416.7  35    331.7  0.009    60.0    3.0
FRB 8171  1003.4  35    918.4  0.087    27.4    3.0
FRB 8172   215.1  35    130.1  0.055    50.6    1.0
FRB 8173   179.5  35     94.5  0.041    18.4    4.0
FRB 8176   333.8  35    248.8  0.119    16.3    3.0
FRB 8178   416.6  35    331.6  0.341    28.4    3.0
FRB 8179   289.7  35    204.7  0.106    14.5    3.0
FRB 8180   535.7  35    450.7  0.582    55.4    2.0
FRB 8182   656.9  35    571.9  0.430    25.8    2.0
FRB 8183   514.1  35    429.1  0.194    19.8    1.0
FRB 8184   146.3  35     61.3  0.008    79.2    2.0
FRB 8185   388.3  35    303.3  0.274    15.2    3.0
FRB 8187   387.4  35    302.4  0.147    15.5    2.0
FRB 8188   247.7  35    162.7  0.022    37.6    2.0
FRB 8189   511.1  35    426.1  0.054    33.3    3.0
FRB 8191   284.9  35    199.9  0.066    14.2    3.0
FRB 8192   168.7  35     83.7  0.026    32.8    1.0
FRB 8193   210.1  35    125.1  0.167    14.1    0.0
FRB 8196   131.6  35     46.6  0.039    29.2    4.0
FRB 8197   217.7  35    132.7  0.129    17.5    0.0
FRB 8203   521.2  35    436.2  0.319   157.1    0.0
FRB 8206   296.7  35    211.7  0.136    46.3    3.0
FRB 8207   533.1  35    448.1  0.155    20.3    3.0
FRB 8210   735.2  35    650.2  0.510    59.9    2.0
FRB 8211   354.2  35    269.2  0.391    15.6    2.0
FRB 8213   679.1  35    594.1  0.534    20.2    2.0
FRB 8214   342.7  35    257.7  0.005    16.3    4.0
FRB 8217   260.8  35    175.8  0.031    26.3    2.0
FRB 8218   394.9  35    309.9  0.300    39.6    2.0
FRB 8222   438.5  35    353.5  0.302    17.9    3.0
FRB 8224   369.9  35    284.9  0.166    29.7    1.0
FRB 8225   141.4  35     56.4  0.020    16.7    3.0
FRB 8226   958.0  35    873.0  0.387    14.1    3.0
FRB 8231   137.2  35     52.2  0.027   142.0    2.0
FRB 8232   251.4  35    166.4  0.056    25.4    2.0
FRB 8236   479.6  35    394.6  0.170    14.7    4.0
FRB 8238   662.0  35    577.0  0.465    14.5    3.0
FRB 8243   187.7  35    102.7  0.121    17.5    3.0
FRB 8245   605.9  35    520.9  0.427    16.1    3.0
FRB 8246   534.3  35    449.3  0.090   177.2    2.0
FRB 8248   936.5  35    851.5  0.264    42.0    2.0
FRB 8250   251.5  35    166.5  0.183    19.8    2.0
FRB 8253   196.2  35    111.2  0.019    28.1    4.0
FRB 8255   810.1  35    725.1  0.463    22.8    1.0
FRB 8256   600.0  35    515.0  0.357    14.2    2.0
FRB 8257   411.2  35    326.2  0.382    24.1    4.0
FRB 8258   324.1  35    239.1  0.119    15.1    3.0
FRB 8261   375.7  35    290.7  0.201    53.0    1.0
FRB 8262   292.5  35    207.5  0.213    17.9    4.0
FRB 8264   621.0  35    536.0  0.616    15.7    3.0
FRB 8266   699.3  35    614.3  0.045    75.7    2.0
FRB 8268   542.5  35    457.5  0.202    86.3    2.0
FRB 8269   150.1  35     65.1  0.040    24.5    1.0
FRB 8271   576.2  35    491.2  0.612    25.5    2.0
FRB 8272   515.4  35    430.4  0.459    19.2    2.0
FRB 8273   472.5  35    387.5  0.202    18.3    2.0
FRB 8276   230.9  35    145.9  0.153    85.5    3.0
FRB 8279   414.8  35    329.8  0.125    19.9    1.0
FRB 8281   582.1  35    497.1  0.497    19.3    1.0
FRB 8282   394.0  35    309.0  0.233    24.3    3.0
FRB 8283   214.6  35    129.6  0.066    34.9    2.0
FRB 8285   621.9  35    536.9  0.372    17.9    3.0
FRB 8289   258.7  35    173.7  0.239    17.3    1.0
FRB 8291   444.7  35    359.7  0.135    24.7    3.0
FRB 8292   330.2  35    245.2  0.139    14.1    2.0
FRB 8294   283.7  35    198.7  0.079   142.1    3.0
FRB 8296   340.2  35    255.2  0.200    23.4    3.0
FRB 8298   351.8  35    266.8  0.276    20.4    2.0
FRB 8299   253.0  35    168.0  0.130    17.3    2.0
FRB 8302   346.4  35    261.4  0.137    33.2    2.0
FRB 8303   592.2  35    507.2  0.452    25.5    0.0
FRB 8305   606.3  35    521.3  0.196    24.7    3.0
FRB 8306   545.2  35    460.2  0.320    18.3    2.0
FRB 8307   299.2  35    214.2  0.050    16.6    1.0
FRB 8310   642.6  35    557.6  0.680    40.5    2.0
FRB 8312   838.9  35    753.9  0.311    18.8    2.0
FRB 8314   535.2  35    450.2  0.478    15.9    2.0
FRB 8315   790.6  35    705.6  0.191    59.5    1.0
FRB 8316   255.3  35    170.3  0.205    19.4    3.0
FRB 8318   340.8  35    255.8  0.177    14.0    5.0
FRB 8321   363.4  35    278.4  0.124    18.8    3.0
FRB 8322  1045.2  35    960.2  0.597    16.0    2.0
FRB 8323   175.4  35     90.4  0.095   195.4    1.0
FRB 8329   349.4  35    264.4  0.094    38.6    4.0
FRB 8332  1014.6  35    929.6  0.359    20.6    4.0
FRB 8333   617.0  35    532.0  0.510    23.9    1.0
FRB 8334   441.9  35    356.9  0.289    24.9    3.0
FRB 8335   668.6  35    583.6  0.272    20.4    3.0
FRB 8337   366.5  35    281.5  0.134    20.4    2.0
FRB 8338   569.6  35    484.6  0.220    47.6    4.0
FRB 8339   337.9  35    252.9  0.136    21.3    2.0
FRB 8341   455.2  35    370.2  0.487    47.4    3.0
FRB 8342   224.5  35    139.5  0.016    15.4    2.0
FRB 8343   205.0  35    120.0  0.069    14.1    2.0
FRB 8344   458.4  35    373.4  0.509    14.3    2.0
FRB 8345   224.7  35    139.7  0.147    21.1    2.0
FRB 8350   284.6  35    199.6  0.095    44.8    2.0
FRB 8353   291.0  35    206.0  0.069    37.9    4.0
FRB 8354   352.2  35    267.2  0.175    19.5    1.0
FRB 8355   413.3  35    328.3  0.209    28.6    3.0
FRB 8359   656.9  35    571.9  0.273    22.3    2.0
FRB 8360   251.8  35    166.8  0.228    22.9    1.0
FRB 8364   365.6  35    280.6  0.375    22.1    2.0
FRB 8365   581.9  35    496.9  0.069    17.8    3.0
FRB 8367   506.8  35    421.8  0.128    78.2    2.0
FRB 8368   331.6  35    246.6  0.187    22.1    2.0
FRB 8369   180.7  35     95.7  0.014    14.5    3.0
FRB 8370   458.1  35    373.1  0.359    15.9    3.0
FRB 8371   430.5  35    345.5  0.197   107.1    3.0
FRB 8373   507.8  35    422.8  0.323    22.8    4.0
FRB 8374   289.3  35    204.3  0.260    15.0    3.0
FRB 8375   266.3  35    181.3  0.008    35.6    3.0
FRB 8376   639.9  35    554.9  0.598    23.6    2.0
FRB 8378   576.0  35    491.0  0.254    16.2    2.0
FRB 8379   413.7  35    328.7  0.335    16.7    3.0
FRB 8382   302.6  35    217.6  0.131    16.7    3.0
FRB 8384  1205.9  35   1120.9  0.338    33.7    3.0
FRB 8385   237.2  35    152.2  0.235    29.9    3.0
FRB 8386   279.6  35    194.6  0.016    34.3    3.0
FRB 8387   369.8  35    284.8  0.267    19.7    2.0
FRB 8388   409.9  35    324.9  0.506    41.5    1.0
FRB 8389   503.5  35    418.5  0.374    18.0    3.0
FRB 8390   298.9  35    213.9  0.116    19.3    1.0
FRB 8391   498.6  35    413.6  0.374    26.7    4.0
FRB 8394   406.0  35    321.0  0.223    25.9    4.0
FRB 8396   519.5  35    434.5  0.270    32.6    3.0
FRB 8397   192.7  35    107.7  0.118    36.4    3.0
FRB 8398  3109.7  35   3024.7  0.181    18.6    3.0
FRB 8402   307.8  35    222.8  0.140    16.6    1.0
FRB 8403   244.9  35    159.9  0.199    93.9    2.0
FRB 8408   646.4  35    561.4  0.422    29.6    2.0
FRB 8409   176.2  35     91.2  0.077    34.0    2.0
FRB 8416   511.8  35    426.8  0.319    44.6    2.0
FRB 8418   309.8  35    224.8  0.080    91.0    1.0
FRB 8420   607.0  35    522.0  0.337    27.4    3.0
FRB 8421   244.1  35    159.1  0.065    15.2    4.0
FRB 8425   691.0  35    606.0  0.394    16.8    3.0
FRB 8426   582.1  35    497.1  0.631    17.1    2.0
FRB 8427   470.0  35    385.0  0.252    51.6    2.0
FRB 8428   601.5  35    516.5  0.162    16.8    3.0
FRB 8429   566.0  35    481.0  0.092    18.3    2.0
FRB 8430   451.5  35    366.5  0.166    24.3    2.0
FRB 8432   282.2  35    197.2  0.189    28.3    2.0
FRB 8433   272.8  35    187.8  0.215    32.4    4.0
FRB 8434   580.3  35    495.3  0.538    16.6    3.0
FRB 8436   189.6  35    104.6  0.054    17.4    2.0
FRB 8438   349.0  35    264.0  0.111    33.9    3.0
FRB 8439   341.4  35    256.4  0.166    14.5    3.0
FRB 8441   568.5  35    483.5  0.261    47.1    1.0
FRB 8442   377.5  35    292.5  0.184    49.8    4.0
FRB 8443   462.4  35    377.4  0.385    20.9    2.0
FRB 8444   330.8  35    245.8  0.212    17.6    3.0
FRB 8446   323.8  35    238.8  0.109   249.9    4.0
FRB 8447   236.1  35    151.1  0.203    17.3    3.0
FRB 8448   560.2  35    475.2  0.475    14.1    3.0
FRB 8449   170.2  35     85.2  0.083    31.0    0.0
FRB 8451   345.4  35    260.4  0.057    79.5    4.0
FRB 8455   199.2  35    114.2  0.144    24.5    2.0
FRB 8456   193.5  35    108.5  0.079    29.7    4.0
FRB 8457   415.6  35    330.6  0.073    35.0    2.0
FRB 8458   403.3  35    318.3  0.505    21.6    2.0
FRB 8460   467.4  35    382.4  0.569    14.5    3.0
FRB 8461   863.2  35    778.2  0.086    26.9    3.0
FRB 8464   400.9  35    315.9  0.090    58.1    2.0
FRB 8465   378.9  35    293.9  0.068   643.3    1.0
FRB 8467   483.1  35    398.1  0.314    17.6    1.0
FRB 8470   753.1  35    668.1  0.430    15.0    2.0
FRB 8471   390.7  35    305.7  0.039    30.1    2.0
FRB 8472   291.3  35    206.3  0.282    22.5    2.0
FRB 8473   372.2  35    287.2  0.289    18.3    2.0
FRB 8476   240.1  35    155.1  0.124    21.6    4.0
FRB 8477   138.2  35     53.2  0.013    15.6    3.0
FRB 8478   381.0  35    296.0  0.028   149.5    1.0
FRB 8481   588.5  35    503.5  0.132    25.9    2.0
FRB 8486   175.1  35     90.1  0.097    16.9    0.0
FRB 8487   603.2  35    518.2  0.383    17.0    3.0
FRB 8488   621.9  35    536.9  0.462    25.9    2.0
FRB 8489   146.0  35     61.0  0.024    75.1    3.0
FRB 8490   188.1  35    103.1  0.007   667.1    1.0
FRB 8491   934.1  35    849.1  0.455    18.2    1.0
FRB 8497   287.6  35    202.6  0.157    23.3    1.0
FRB 8498   220.4  35    135.4  0.031    15.5    3.0
FRB 8499   982.4  35    897.4  0.103    17.3    3.0
FRB 8500   336.3  35    251.3  0.325    73.5    1.0
FRB 8502   837.8  35    752.8  0.539    21.0    2.0
FRB 8504   353.8  35    268.8  0.216    26.3    3.0
FRB 8506   167.7  35     82.7  0.002   116.1    3.0
FRB 8508   200.9  35    115.9  0.086    36.4    3.0
FRB 8510   581.1  35    496.1  0.534    16.3    2.0
FRB 8514   417.9  35    332.9  0.273    14.2    3.0
FRB 8515   582.0  35    497.0  0.138    24.0    1.0
FRB 8516   145.8  35     60.8  0.049    24.0    1.0
FRB 8519   455.5  35    370.5  0.349    49.6    3.0
FRB 8520   204.6  35    119.6  0.078    47.0    2.0
FRB 8521  1004.6  35    919.6  0.283    26.0    4.0
FRB 8522   282.9  35    197.9  0.219    15.7    2.0
FRB 8525   248.5  35    163.5  0.184    30.3    0.0
FRB 8526   608.1  35    523.1  0.459    19.0    1.0
FRB 8529   235.8  35    150.8  0.024    20.6    3.0
FRB 8530   582.4  35    497.4  0.227    16.5    0.0
FRB 8531   372.8  35    287.8  0.401    16.0    2.0
FRB 8532   244.5  35    159.5  0.155    14.7    1.0
FRB 8533   227.6  35    142.6  0.095    15.9    3.0
FRB 8534   335.9  35    250.9  0.066    19.3    2.0
FRB 8536   342.6  35    257.6  0.179    26.8    2.0
FRB 8538   627.1  35    542.1  0.422    16.4    0.0
FRB 8539   143.0  35     58.0  0.050    53.3    4.0
FRB 8540   734.6  35    649.6  0.490    17.3    2.0
FRB 8541   307.7  35    222.7  0.035    23.0    5.0
FRB 8542   389.5  35    304.5  0.088    36.2    2.0
FRB 8544   635.3  35    550.3  0.320    15.6    2.0
FRB 8545   393.2  35    308.2  0.448    15.7    2.0
FRB 8547   226.9  35    141.9  0.137    20.4    3.0
FRB 8550   881.8  35    796.8  0.413    17.2    2.0
FRB 8551   224.6  35    139.6  0.045   363.4    3.0
FRB 8554   645.0  35    560.0  0.106    31.2    3.0
FRB 8557   496.5  35    411.5  0.486    15.6    1.0
FRB 8558   488.0  35    403.0  0.208    24.2    1.0
FRB 8559   400.4  35    315.4  0.015    15.3    3.0
FRB 8561   434.2  35    349.2  0.545    18.0    3.0
FRB 8562   284.3  35    199.3  0.161    30.5    2.0
FRB 8563   580.9  35    495.9  0.121    20.2    3.0
FRB 8564   286.9  35    201.9  0.090    43.3    3.0
FRB 8567   442.7  35    357.7  0.420    16.2    3.0
FRB 8568   278.9  35    193.9  0.190    16.2    3.0
FRB 8570   662.5  35    577.5  0.142    23.6    3.0
FRB 8571   270.8  35    185.8  0.211   179.9    1.0
FRB 8573   390.2  35    305.2  0.309    16.1    2.0
FRB 8575   595.2  35    510.2  0.578    26.8    1.0
FRB 8577   482.7  35    397.7  0.521    20.3    3.0
FRB 8578   381.1  35    296.1  0.163    15.8    5.0
FRB 8580   357.9  35    272.9  0.039   714.0    0.0
FRB 8582   220.1  35    135.1  0.056    14.2    1.0
FRB 8586   725.0  35    640.0  0.230    54.2    4.0
FRB 8588   295.3  35    210.3  0.065    55.2    2.0
FRB 8589   663.8  35    578.8  0.506    16.3    2.0
FRB 8590   315.3  35    230.3  0.209    41.7    3.0
FRB 8591   323.4  35    238.4  0.023    27.9    2.0
FRB 8594   178.4  35     93.4  0.036    26.7    2.0
FRB 8596   306.1  35    221.1  0.000    69.5    4.0
FRB 8598   290.9  35    205.9  0.170    16.5    2.0
FRB 8599   801.5  35    716.5  0.430    42.5    3.0
FRB 8600   320.6  35    235.6  0.218   109.0    0.0
FRB 8601   307.5  35    222.5  0.040    21.5    0.0
FRB 8602   300.5  35    215.5  0.083    26.7    0.0
FRB 8605   206.4  35    121.4  0.201    23.5    2.0
FRB 8607   388.7  35    303.7  0.106    36.0    1.0
FRB 8609   514.1  35    429.1  0.414    14.5    3.0
FRB 8610   246.8  35    161.8  0.168    18.4    3.0
FRB 8611   283.9  35    198.9  0.054    18.0    3.0
FRB 8612   452.9  35    367.9  0.483    21.9    3.0
FRB 8613   279.6  35    194.6  0.210    50.6    2.0
FRB 8615   207.9  35    122.9  0.148    25.8    2.0
FRB 8616   123.8  35     38.8  0.007    18.9    3.0
FRB 8620   491.0  35    406.0  0.088   195.2    3.0
FRB 8621   520.6  35    435.6  0.550    15.0    3.0
FRB 8622   291.7  35    206.7  0.300    22.7    1.0
FRB 8623   804.0  35    719.0  0.161    80.0    1.0
FRB 8629   278.3  35    193.3  0.139    57.3    4.0
FRB 8630   466.2  35    381.2  0.271    19.5    3.0
FRB 8632   500.7  35    415.7  0.490    43.4    2.0
FRB 8635   213.7  35    128.7  0.069    32.7    2.0
FRB 8636   260.9  35    175.9  0.117    19.1    2.0
FRB 8638   550.1  35    465.1  0.585    36.8    2.0
FRB 8641   170.4  35     85.4  0.066   173.1    4.0
FRB 8642   157.0  35     72.0  0.066    25.2    3.0
FRB 8643   176.9  35     91.9  0.031    17.2    2.0
FRB 8647   302.7  35    217.7  0.212    23.8    3.0
FRB 8648   149.8  35     64.8  0.019    23.0    2.0
FRB 8650   316.9  35    231.9  0.219    14.6    5.0
FRB 8657   191.9  35    106.9  0.078    35.2    2.0
FRB 8659   258.7  35    173.7  0.155    20.8    3.0
FRB 8661   255.2  35    170.2  0.010   288.1    3.0
FRB 8663   212.1  35    127.1  0.062    50.9    1.0
FRB 8664   267.9  35    182.9  0.147    17.4    0.0
FRB 8666   873.7  35    788.7  0.446    38.9    3.0
FRB 8667   394.3  35    309.3  0.162    67.2    3.0
FRB 8668   553.9  35    468.9  0.349    17.0    3.0
FRB 8669   199.8  35    114.8  0.030    53.1    0.0
FRB 8672   620.4  35    535.4  0.235    18.6    3.0
FRB 8676   281.1  35    196.1  0.070    40.5    1.0
FRB 8678   658.0  35    573.0  0.208    18.2    2.0
FRB 8679   472.6  35    387.6  0.180    16.6    2.0
FRB 8681  1104.0  35   1019.0  0.084    19.0    5.0
FRB 8682   266.4  35    181.4  0.253    18.2    3.0
FRB 8683   344.3  35    259.3  0.116   613.5    4.0
FRB 8684   498.8  35    413.8  0.270    14.6    2.0
FRB 8687   472.5  35    387.5  0.142    33.2    5.0
FRB 8688   636.4  35    551.4  0.273    34.2    2.0
FRB 8689   168.6  35     83.6  0.049    15.5    0.0
FRB 8690   793.1  35    708.1  0.233    19.5    4.0
FRB 8693   432.6  35    347.6  0.286    89.2    3.0
FRB 8695   703.2  35    618.2  0.273    14.5    4.0
FRB 8696   147.0  35     62.0  0.050    25.5    3.0
FRB 8700   171.9  35     86.9  0.169    18.0    4.0
FRB 8701   508.1  35    423.1  0.184    48.9    0.0
FRB 8706   466.2  35    381.2  0.460    15.8    2.0
FRB 8707   200.1  35    115.1  0.031    15.2    4.0
FRB 8708   823.3  35    738.3  0.308    22.6    3.0
FRB 8709   212.5  35    127.5  0.028    18.9    3.0
FRB 8710   617.3  35    532.3  0.411    42.3    3.0
FRB 8714  1268.7  35   1183.7  0.020    35.7    5.0
FRB 8716   533.6  35    448.6  0.555    14.7    2.0
FRB 8717   282.3  35    197.3  0.254    16.8    1.0
FRB 8720   591.3  35    506.3  0.302    20.5    4.0
FRB 8721   373.9  35    288.9  0.401   141.5    1.0
FRB 8723   823.6  35    738.6  0.141    22.0    3.0
FRB 8726   455.4  35    370.4  0.386    23.0    2.0
FRB 8727   169.3  35     84.3  0.063    18.5    3.0
FRB 8728   513.5  35    428.5  0.479    21.7    3.0
FRB 8730   151.4  35     66.4  0.051    48.4    2.0
FRB 8731   433.3  35    348.3  0.043    50.5    3.0
FRB 8732   455.8  35    370.8  0.406    17.3    3.0
FRB 8733   421.4  35    336.4  0.348    26.4    3.0
FRB 8736   473.5  35    388.5  0.247    15.4    2.0
FRB 8737   383.4  35    298.4  0.275    32.5    3.0
FRB 8739   787.4  35    702.4  0.173    18.8    0.0
FRB 8740   623.6  35    538.6  0.346    14.3    1.0
FRB 8742   137.8  35     52.8  0.053    22.7    3.0
FRB 8744   275.2  35    190.2  0.171    19.1    2.0
FRB 8747   917.5  35    832.5  0.194    15.1    3.0
FRB 8749   257.5  35    172.5  0.290    54.6    2.0
FRB 8750   195.7  35    110.7  0.071    15.5    3.0
FRB 8756   835.8  35    750.8  0.572    20.5    3.0
FRB 8759   255.0  35    170.0  0.207    21.9    1.0
FRB 8761   346.7  35    261.7  0.291    15.7    1.0
FRB 8765   598.6  35    513.6  0.205    50.9    3.0
FRB 8769   667.3  35    582.3  0.807    14.7    1.0
FRB 8772   153.9  35     68.9  0.042    34.4    3.0
FRB 8777   173.3  35     88.3  0.016    24.3    3.0
FRB 8779   517.4  35    432.4  0.462    40.2    2.0
FRB 8780   167.3  35     82.3  0.057    34.3    2.0
FRB 8781   280.6  35    195.6  0.318    23.5    2.0
FRB 8782   377.3  35    292.3  0.256    14.9    4.0
FRB 8784   367.3  35    282.3  0.113    22.9    3.0
FRB 8785   327.0  35    242.0  0.041    34.4    3.0
FRB 8786   461.6  35    376.6  0.254    20.8    3.0
FRB 8787   377.7  35    292.7  0.352    16.0    3.0
FRB 8788   216.4  35    131.4  0.073    35.7    2.0
FRB 8789   154.6  35     69.6  0.022   184.0    4.0
FRB 8790   228.5  35    143.5  0.060    23.6    3.0
FRB 8791   255.5  35    170.5  0.105    15.2    2.0
FRB 8793   579.3  35    494.3  0.247    22.8    3.0
FRB 8794   159.6  35     74.6  0.002    36.5    3.0
FRB 8795   491.5  35    406.5  0.104    31.8    3.0
FRB 8796   413.0  35    328.0  0.158    50.2    2.0
FRB 8797   226.1  35    141.1  0.052    20.7    1.0
FRB 8798   598.9  35    513.9  0.088   273.9    3.0
FRB 8799   514.2  35    429.2  0.285    19.4    3.0
FRB 8800   443.3  35    358.3  0.181    19.3    3.0
FRB 8801   553.3  35    468.3  0.461    27.3    2.0
FRB 8809   199.2  35    114.2  0.135    22.4    3.0
FRB 8810   307.7  35    222.7  0.088    24.3    3.0
FRB 8811   681.8  35    596.8  0.181    21.9    2.0
FRB 8813   376.1  35    291.1  0.171    16.5    3.0
FRB 8816   516.4  35    431.4  0.276    28.5    3.0
FRB 8817   768.9  35    683.9  0.333    20.1    2.0
FRB 8820   200.6  35    115.6  0.017   178.1    2.0
FRB 8821   120.0  35     35.0  0.001    16.6    2.0
FRB 8825   451.2  35    366.2  0.146    21.7    2.0
FRB 8829   215.9  35    130.9  0.009    89.0    3.0
FRB 8832   203.8  35    118.8  0.091    49.4    3.0
FRB 8835   513.9  35    428.9  0.474    25.0    1.0
FRB 8836   451.1  35    366.1  0.527    16.9    3.0
FRB 8837   317.8  35    232.8  0.230    33.6    3.0
FRB 8838   359.5  35    274.5  0.318    25.5    3.0
FRB 8840   435.2  35    350.2  0.132    36.4    2.0
FRB 8844   696.1  35    611.1  0.306    21.9    3.0
FRB 8845   321.1  35    236.1  0.078    19.4    2.0
FRB 8848   312.3  35    227.3  0.310    17.2    4.0
FRB 8849   215.8  35    130.8  0.076    23.4    3.0
FRB 8850   281.6  35    196.6  0.157    17.1    3.0
FRB 8853   234.4  35    149.4  0.193    33.3    4.0
FRB 8854   266.9  35    181.9  0.269    14.1    4.0
FRB 8855   523.0  35    438.0  0.217    15.4    3.0
FRB 8857   428.6  35    343.6  0.325    59.3    3.0
FRB 8858   370.4  35    285.4  0.053    24.1    3.0
FRB 8859   157.1  35     72.1  0.089    26.6    3.0
FRB 8860   647.4  35    562.4  0.017    80.6    3.0
FRB 8862   500.1  35    415.1  0.426    26.0    3.0
FRB 8863   204.6  35    119.6  0.131    24.0    3.0
FRB 8865   463.8  35    378.8  0.190    93.7    2.0
FRB 8869   529.3  35    444.3  0.302    21.0    3.0
FRB 8872   431.8  35    346.8  0.095    17.0    1.0
FRB 8877   326.7  35    241.7  0.284    36.3    1.0
FRB 8878   509.1  35    424.1  0.039    20.8    1.0
FRB 8881   548.3  35    463.3  0.461    15.8    3.0
FRB 8882   259.3  35    174.3  0.043    27.3    4.0
FRB 8884   388.2  35    303.2  0.262   141.5    2.0
FRB 8885   311.6  35    226.6  0.135    19.2    3.0
FRB 8886   447.9  35    362.9  0.294    19.4    2.0
FRB 8887   800.7  35    715.7  0.024    74.6    2.0
FRB 8891   375.1  35    290.1  0.067    16.6    2.0
FRB 8893   382.2  35    297.2  0.088    16.8    3.0
FRB 8896   392.9  35    307.9  0.172    43.7    2.0
FRB 8899   466.9  35    381.9  0.489    15.9    2.0
FRB 8900   253.4  35    168.4  0.168    18.9    1.0
FRB 8902   798.3  35    713.3  0.105    15.0    3.0
FRB 8906   126.2  35     41.2  0.044    15.9    2.0
FRB 8907   306.3  35    221.3  0.025    19.7    2.0
FRB 8909   834.7  35    749.7  0.585    17.5    2.0
FRB 8910   402.5  35    317.5  0.186   202.4    2.0
FRB 8911   249.0  35    164.0  0.180    21.5    3.0
FRB 8912   459.6  35    374.6  0.270    29.9    2.0
FRB 8913   780.1  35    695.1  0.070    45.9    5.0
FRB 8916  1312.8  35   1227.8  0.357    16.1    0.0
FRB 8918   396.1  35    311.1  0.022    46.5    3.0
FRB 8922   363.8  35    278.8  0.128    21.7    3.0
FRB 8928  1751.0  35   1666.0  0.160    14.6    3.0
FRB 8929   315.9  35    230.9  0.118    14.7    3.0
FRB 8930   317.3  35    232.3  0.307    19.3    3.0
FRB 8932   131.4  35     46.4  0.016    18.0    2.0
FRB 8933   523.1  35    438.1  0.183    22.0    3.0
FRB 8934   597.9  35    512.9  0.443    21.4    3.0
FRB 8935   159.6  35     74.6  0.031    14.8    4.0
