BW    288 #MHz
FRES  1 #MHz
NFRB 1 #Number of FRBs
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
FBAR 1320
TRES  1.7 #ms
SNRTHRESH 9.5
NFRB 50
NORM_FRB 50
TOBS 48.325 # days of 100% efficient operation
THRESH 0.99 #Jy ms to 1 ms burst [ 22 Jy ms / 24 antennas *sqrt{336/288} bandwidth factor]
KEY ID 	DM    	DMG     DMEG	Z	SNR	WIDTH
FRB 4041   516.9  35    431.9  0.568    20.6    0.0
FRB 4042  1098.2  35   1013.2  0.741    11.3    1.0
FRB 4043   466.0  35    381.0  0.532    11.0    1.0
FRB 4044  1040.7  35    955.7  0.337    10.4    3.0
FRB 4045   280.9  35    195.9  0.158    18.7    2.0
FRB 4046   296.0  35    211.0  0.019    29.7    2.0
FRB 4047   230.1  35    145.1  0.087    12.2    2.0
FRB 4048  1506.4  35   1421.4  0.745    11.8    1.0
FRB 4049  1020.3  35    935.3  0.973    13.3    2.0
FRB 4050   390.7  35    305.7  0.327    12.5    1.0
FRB 4051   860.6  35    775.6  0.211    11.8    4.0
FRB 4052  1153.1  35   1068.1  0.987    13.6    2.0
FRB 4053  1034.4  35    949.4  0.266    12.3    1.0
FRB 4054  1241.3  35   1156.3  1.315    12.0    1.0
FRB 4055  1020.5  35    935.5  0.841    14.2    2.0
FRB 4056   204.1  35    119.1  0.162   189.9    3.0
FRB 4057   355.4  35    270.4  0.394    30.8    1.0
FRB 4058  1213.0  35   1128.0  1.099    10.4    2.0
FRB 4059   360.3  35    275.3  0.330    59.7    2.0
FRB 4060  1394.0  35   1309.0  0.948    10.5    2.0
FRB 4061   748.2  35    663.2  0.801    18.7    1.0
FRB 4062   227.7  35    142.7  0.150    15.9    3.0
FRB 4063   144.8  35     59.8  0.015    14.7    2.0
FRB 4064   234.2  35    149.2  0.262    40.3    3.0
FRB 4065   872.4  35    787.4  0.764    12.9    4.0
FRB 4066  1031.9  35    946.9  0.523    26.8    2.0
FRB 4067   178.2  35     93.2  0.169    13.1    1.0
FRB 4068   322.3  35    237.3  0.166    27.2    1.0
FRB 4069   291.3  35    206.3  0.300    12.7    2.0
FRB 4070   576.8  35    491.8  0.325   104.7    3.0
FRB 4071  1189.5  35   1104.5  0.914    18.6    2.0
FRB 4072   819.6  35    734.6  0.915    18.8    3.0
FRB 4073   553.8  35    468.8  0.705    19.4    1.0
FRB 4074   773.7  35    688.7  0.021    17.9    3.0
FRB 4075   447.8  35    362.8  0.062    15.7    3.0
FRB 4076   211.5  35    126.5  0.021    14.6    4.0
FRB 4077   735.9  35    650.9  0.602    15.2    3.0
FRB 4078   911.5  35    826.5  0.976    14.7    2.0
FRB 4079   943.7  35    858.7  1.235    17.1    2.0
FRB 4080  1139.4  35   1054.4  1.204    11.7    3.0
FRB 4081  1176.0  35   1091.0  1.211    11.6    2.0
FRB 4082   609.9  35    524.9  0.502    17.4    2.0
FRB 4083  1066.9  35    981.9  0.840    21.1    2.0
FRB 4084   310.3  35    225.3  0.272    28.1    2.0
FRB 4085   197.4  35    112.4  0.064    11.9    3.0
FRB 4086   125.1  35     40.1  0.058    15.3    3.0
FRB 4087   212.2  35    127.2  0.102    14.7    3.0
FRB 4088   251.0  35    166.0  0.083    19.4    3.0
FRB 4089  1210.9  35   1125.9  1.019    18.6    1.0
FRB 4090   626.5  35    541.5  0.498    11.6    2.0
FRB 4091   747.2  35    662.2  0.192    41.7    3.0
FRB 4092   799.1  35    714.1  0.583    39.3    2.0
FRB 4093   520.2  35    435.2  0.398     9.8    1.0
FRB 4094  1120.4  35   1035.4  0.283    17.6    3.0
FRB 4095   893.4  35    808.4  0.808    13.2    1.0
FRB 4096   369.6  35    284.6  0.217    21.5    4.0
FRB 4097   490.5  35    405.5  0.583    19.1    1.0
FRB 4098  1260.4  35   1175.4  0.686    13.2    3.0
FRB 4099   459.1  35    374.1  0.471    16.9    2.0
FRB 4100   535.4  35    450.4  0.679    17.6    2.0
FRB 4101  1452.0  35   1367.0  1.490     9.8    3.0
FRB 4102   353.7  35    268.7  0.268    15.0    2.0
FRB 4103   627.5  35    542.5  0.730    16.1    2.0
FRB 4104   287.9  35    202.9  0.184   107.3    2.0
FRB 4105   380.4  35    295.4  0.512    15.1    1.0
FRB 4106  1228.2  35   1143.2  1.164    22.4    1.0
FRB 4107   292.8  35    207.8  0.126    10.4    0.0
FRB 4108   557.9  35    472.9  0.242    11.4    2.0
FRB 4109   598.5  35    513.5  0.410    20.0    3.0
FRB 4110   329.8  35    244.8  0.242    19.8    0.0
FRB 4111   580.5  35    495.5  0.332    10.8    2.0
FRB 4112   266.3  35    181.3  0.159    60.4    0.0
FRB 4113  1466.7  35   1381.7  1.208    12.8    3.0
FRB 4114   462.1  35    377.1  0.177   189.8    3.0
FRB 4115   731.7  35    646.7  0.966    11.4    3.0
FRB 4116   892.6  35    807.6  1.083    10.0    1.0
FRB 4117   244.9  35    159.9  0.148    11.9    1.0
FRB 4118   257.9  35    172.9  0.081    21.8    3.0
FRB 4119   411.9  35    326.9  0.256    10.4    2.0
FRB 4120  1535.2  35   1450.2  1.091    11.1    2.0
FRB 4121  1592.9  35   1507.9  1.763    10.0    2.0
FRB 4122   830.7  35    745.7  0.936    13.8    3.0
FRB 4123   146.1  35     61.1  0.029    22.8    3.0
FRB 4124  1024.4  35    939.4  0.631    28.4    1.0
FRB 4125   879.7  35    794.7  0.956    14.0    1.0
FRB 4126  1479.5  35   1394.5  0.965    15.9    2.0
FRB 4127   545.1  35    460.1  0.468    25.5    3.0
FRB 4128   480.0  35    395.0  0.304     9.9    3.0
FRB 4129   183.4  35     98.4  0.066    16.6    1.0
FRB 4130   210.9  35    125.9  0.080    15.6    3.0
FRB 4131   513.7  35    428.7  0.512    80.4    1.0
FRB 4132   176.5  35     91.5  0.108    81.3    2.0
FRB 4133   202.3  35    117.3  0.067   115.0    2.0
FRB 4134   977.6  35    892.6  1.257     9.6    2.0
FRB 4135  1070.9  35    985.9  1.259     9.7    3.0
FRB 4136   851.8  35    766.8  0.788    16.0    1.0
FRB 4137   295.4  35    210.4  0.151    93.5    3.0
FRB 4138   276.2  35    191.2  0.297    13.9    3.0
FRB 4139  1013.3  35    928.3  0.444    19.1    2.0
FRB 4140   211.5  35    126.5  0.129    12.6    1.0
FRB 4141   901.5  35    816.5  1.031    13.4    3.0
FRB 4142   125.4  35     40.4  0.043    11.7    0.0
FRB 4143   332.7  35    247.7  0.098    93.2    1.0
FRB 4144  1127.0  35   1042.0  1.278    10.5    3.0
FRB 4145  1852.9  35   1767.9  0.159    18.0    2.0
FRB 4146   521.4  35    436.4  0.435    11.3    2.0
FRB 4147   648.2  35    563.2  0.355    18.6    4.0
FRB 4148   938.4  35    853.4  0.773    13.1    1.0
FRB 4149   377.8  35    292.8  0.228    52.1    3.0
FRB 4150  1006.3  35    921.3  1.147    10.0    2.0
FRB 4151   797.7  35    712.7  0.191    19.8    4.0
FRB 4152   740.8  35    655.8  0.980    20.6    1.0
FRB 4153   114.6  35     29.6  0.004    35.7    2.0
FRB 4154   324.0  35    239.0  0.044    17.7    4.0
FRB 4155   496.9  35    411.9  0.543    14.4    2.0
FRB 4156   219.9  35    134.9  0.118    10.4    4.0
FRB 4157   434.6  35    349.6  0.347    18.0    1.0
FRB 4158   370.7  35    285.7  0.271    16.9    2.0
FRB 4159   601.9  35    516.9  0.298    21.7    3.0
FRB 4160  1744.6  35   1659.6  0.128     9.8    1.0
FRB 4161  1279.0  35   1194.0  0.849    11.4    4.0
FRB 4162   827.4  35    742.4  0.740    15.5    3.0
FRB 4163  1042.6  35    957.6  0.851    11.5    2.0
FRB 4164   267.6  35    182.6  0.235    11.7    1.0
FRB 4165   438.4  35    353.4  0.280     9.8    3.0
FRB 4166  1031.0  35    946.0  0.834    11.8    1.0
FRB 4167   488.3  35    403.3  0.382    41.3    2.0
FRB 4168  1050.3  35    965.3  1.140     9.8    1.0
FRB 4169   786.2  35    701.2  0.870    12.9    1.0
FRB 4170   867.6  35    782.6  0.823    18.7    3.0
FRB 4171   203.1  35    118.1  0.081    11.0    1.0
FRB 4172   674.7  35    589.7  0.857    22.0    1.0
FRB 4173   644.4  35    559.4  0.878    15.7    1.0
FRB 4174   557.0  35    472.0  0.533    22.8    1.0
FRB 4175   336.7  35    251.7  0.197    46.2    5.0
FRB 4176   875.3  35    790.3  0.962    21.7    3.0
FRB 4177   442.1  35    357.1  0.326    26.0    2.0
FRB 4178   803.5  35    718.5  0.861    18.5    1.0
FRB 4179   791.5  35    706.5  0.955    36.5    1.0
FRB 4180   840.6  35    755.6  0.141    23.2    3.0
FRB 4181   109.4  35     24.4  0.007    35.3    4.0
FRB 4182  1443.2  35   1358.2  1.172    12.6    1.0
FRB 4183   782.1  35    697.1  0.824    18.5    2.0
FRB 4184   454.1  35    369.1  0.296    22.7    4.0
FRB 4185   611.6  35    526.6  0.477    26.3    2.0
FRB 4186   385.7  35    300.7  0.412    12.8    4.0
FRB 4187   887.6  35    802.6  0.542    13.9    1.0
FRB 4188   942.7  35    857.7  1.119    21.6    1.0
FRB 4189   622.2  35    537.2  0.617    12.5    2.0
FRB 4190  1080.6  35    995.6  1.229    14.0    3.0
FRB 4191   293.4  35    208.4  0.106    10.6    0.0
FRB 4192   263.7  35    178.7  0.170    16.9    4.0
FRB 4193   442.9  35    357.9  0.513    88.7    2.0
FRB 4194   927.4  35    842.4  1.200    13.8    3.0
FRB 4195   852.5  35    767.5  0.610    28.0    2.0
FRB 4196   619.9  35    534.9  0.504    10.2    2.0
FRB 4197   613.8  35    528.8  0.398    40.9    2.0
FRB 4198   462.3  35    377.3  0.275    15.0    1.0
FRB 4199   477.0  35    392.0  0.392   120.3    1.0
FRB 4200   816.4  35    731.4  0.758    12.5    2.0
FRB 4201   377.0  35    292.0  0.149    24.3    4.0
FRB 4202   699.6  35    614.6  0.657    19.8    0.0
FRB 4203   917.6  35    832.6  1.229    11.2    1.0
FRB 4204   545.6  35    460.6  0.456    22.5    2.0
FRB 4205   192.5  35    107.5  0.083    22.3    2.0
FRB 4206   414.7  35    329.7  0.273    22.8    2.0
FRB 4207   799.4  35    714.4  0.484    16.1    3.0
FRB 4208   219.1  35    134.1  0.046    19.9    1.0
FRB 4209   921.5  35    836.5  1.165    18.4    2.0
FRB 4210  1215.8  35   1130.8  1.136    10.5    3.0
FRB 4211  1695.2  35   1610.2  0.418     9.6    1.0
FRB 4212   677.4  35    592.4  0.851     9.7    2.0
FRB 4213   769.5  35    684.5  0.696    17.6    2.0
FRB 4214   463.2  35    378.2  0.086    20.7    3.0
FRB 4215  1425.5  35   1340.5  0.429    11.8    1.0
FRB 4216   283.9  35    198.9  0.280    62.2    3.0
FRB 4217  1359.6  35   1274.6  0.949    11.7    3.0
FRB 4218   749.5  35    664.5  0.055   160.7    2.0
FRB 4219   487.8  35    402.8  0.190    14.1    6.0
FRB 4220   437.7  35    352.7  0.184    16.8    0.0
FRB 4221   312.4  35    227.4  0.041    10.6    2.0
FRB 4222   438.6  35    353.6  0.360    42.2    2.0
FRB 4223   824.9  35    739.9  1.011    10.5    2.0
FRB 4224   331.0  35    246.0  0.113    13.9    0.0
FRB 4225   574.5  35    489.5  0.200    33.1    2.0
FRB 4226   391.8  35    306.8  0.077    32.2    4.0
FRB 4227  1107.2  35   1022.2  0.745    23.7    2.0
FRB 4228   196.6  35    111.6  0.019    15.5    3.0
FRB 4229   296.4  35    211.4  0.176    27.3    2.0
FRB 4230   516.5  35    431.5  0.416    12.2    6.0
FRB 4231   740.3  35    655.3  0.843    24.6    3.0
FRB 4232  1260.5  35   1175.5  0.710    12.9    4.0
FRB 4233   410.6  35    325.6  0.274    46.7    3.0
FRB 4234   721.8  35    636.8  0.367     9.9    3.0
FRB 4235   315.1  35    230.1  0.329    52.9    3.0
FRB 4236   320.0  35    235.0  0.111   2121.7    1.0
FRB 4237   373.7  35    288.7  0.458    11.3    2.0
FRB 4238   155.8  35     70.8  0.057    14.2    4.0
FRB 4239   490.8  35    405.8  0.508    10.0    2.0
FRB 4240   914.7  35    829.7  0.825     9.9    3.0
FRB 4241   732.4  35    647.4  0.861    18.6    0.0
FRB 4242   285.7  35    200.7  0.334    41.7    1.0
FRB 4243   463.0  35    378.0  0.452    32.2    0.0
FRB 4244   905.1  35    820.1  1.079    11.5    2.0
FRB 4245  1141.5  35   1056.5  1.326    10.1    1.0
FRB 4246   236.7  35    151.7  0.119    39.2    6.0
FRB 4247   316.9  35    231.9  0.175    17.9    4.0
FRB 4248   565.6  35    480.6  0.518    10.5    3.0
FRB 4249   734.6  35    649.6  0.702    18.1    2.0
FRB 4250   177.8  35     92.8  0.008    12.7    2.0
FRB 4251   380.9  35    295.9  0.345    19.7    4.0
FRB 4252   600.3  35    515.3  0.305    49.1    1.0
FRB 4253   616.9  35    531.9  0.740    26.6    2.0
FRB 4254   291.0  35    206.0  0.232    26.0    2.0
FRB 4255   377.4  35    292.4  0.199    17.5    5.0
FRB 4256   756.1  35    671.1  0.520    13.9    1.0
FRB 4257   764.6  35    679.6  0.681    13.3    2.0
FRB 4258   164.5  35     79.5  0.071    25.3    3.0
FRB 4259   227.6  35    142.6  0.022    15.4    3.0
FRB 4260   781.4  35    696.4  0.500    11.8    3.0
FRB 4261   641.4  35    556.4  0.719    11.3    1.0
FRB 4262  1889.6  35   1804.6  1.201    14.8    1.0
FRB 4263   867.7  35    782.7  0.720    27.2    2.0
FRB 4264   896.7  35    811.7  0.907    23.1    1.0
FRB 4265   397.7  35    312.7  0.022    18.4    2.0
FRB 4266   452.7  35    367.7  0.560    45.3    2.0
FRB 4267   753.2  35    668.2  0.600    15.8    2.0
FRB 4268  1882.8  35   1797.8  1.390    10.8    2.0
FRB 4269   577.0  35    492.0  0.516    13.6    1.0
FRB 4270   159.5  35     74.5  0.017    48.8    1.0
FRB 4271   459.4  35    374.4  0.392    63.0    3.0
FRB 4272   287.8  35    202.8  0.178    48.5    3.0
FRB 4273  1266.3  35   1181.3  1.226    20.1    0.0
FRB 4274   339.7  35    254.7  0.252    11.6    2.0
FRB 4275   344.1  35    259.1  0.225    20.2    2.0
FRB 4276   592.9  35    507.9  0.634     9.9    3.0
FRB 4277   179.3  35     94.3  0.066    15.1    2.0
FRB 4278   515.4  35    430.4  0.188    14.1    2.0
FRB 4279  1913.9  35   1828.9  0.740    11.4    4.0
FRB 4280   320.8  35    235.8  0.158    13.2    2.0
FRB 4281   830.4  35    745.4  0.260    21.6    1.0
FRB 4282   967.8  35    882.8  1.397    11.8    2.0
FRB 4283  1047.1  35    962.1  0.819    14.4    1.0
FRB 4284   487.1  35    402.1  0.385    74.1    3.0
FRB 4285   663.2  35    578.2  0.587    13.2    3.0
FRB 4286  1418.8  35   1333.8  1.446    10.5    3.0
FRB 4287   617.9  35    532.9  0.362    15.0    1.0
FRB 4288   331.5  35    246.5  0.343    31.0    2.0
FRB 4289   302.6  35    217.6  0.066   215.7    3.0
FRB 4290   745.5  35    660.5  0.794    12.9    1.0
FRB 4291  1322.1  35   1237.1  1.278    13.7    2.0
FRB 4292   427.1  35    342.1  0.140    24.5    0.0
FRB 4293   494.4  35    409.4  0.342    13.6    2.0
FRB 4294   536.1  35    451.1  0.558    14.6    3.0
FRB 4295   194.9  35    109.9  0.071    11.0    3.0
FRB 4296   336.3  35    251.3  0.323     9.6    3.0
FRB 4297  1098.4  35   1013.4  0.125    19.6    4.0
FRB 4298   523.4  35    438.4  0.030    30.9    3.0
FRB 4299  1310.0  35   1225.0  0.088    34.5    5.0
FRB 4300   438.9  35    353.9  0.392    28.0    4.0
FRB 4301   413.8  35    328.8  0.080    11.1    2.0
FRB 4302   762.9  35    677.9  0.877    50.4    1.0
FRB 4303   459.8  35    374.8  0.460    15.2    2.0
FRB 4304   468.7  35    383.7  0.468    16.8    4.0
FRB 4305  1021.2  35    936.2  0.988    10.3    4.0
FRB 4306   920.9  35    835.9  1.244    13.3    3.0
FRB 4307   655.0  35    570.0  0.241    17.6    4.0
FRB 4308   456.7  35    371.7  0.515    16.5    3.0
FRB 4309   738.0  35    653.0  0.813    11.4    2.0
FRB 4310   283.8  35    198.8  0.052    56.1    3.0
FRB 4311   582.6  35    497.6  0.488    37.0    4.0
FRB 4312  1355.6  35   1270.6  0.586    14.6    1.0
FRB 4313   278.3  35    193.3  0.115    29.7    3.0
FRB 4314   374.8  35    289.8  0.397    13.0    1.0
FRB 4315  1267.4  35   1182.4  1.303    11.4    1.0
FRB 4316  1131.0  35   1046.0  1.456    12.1    1.0
FRB 4317   230.1  35    145.1  0.090    30.0    3.0
FRB 4318  1179.9  35   1094.9  1.445    10.8    3.0
FRB 4319  1033.9  35    948.9  1.340    10.7    3.0
FRB 4320   449.1  35    364.1  0.350    12.5    3.0
FRB 4321   666.6  35    581.6  0.639    16.6    2.0
FRB 4322  1440.1  35   1355.1  1.571    10.3    3.0
FRB 4323   613.8  35    528.8  0.233    16.2    2.0
FRB 4324   868.1  35    783.1  0.025    49.1    2.0
FRB 4325   449.1  35    364.1  0.119    20.2    2.0
FRB 4326   776.3  35    691.3  0.627    10.8    1.0
FRB 4327   392.1  35    307.1  0.447    36.4    2.0
FRB 4328   358.7  35    273.7  0.056    10.5    1.0
FRB 4329   394.3  35    309.3  0.108    49.4    2.0
FRB 4330   763.5  35    678.5  1.090    13.0    0.0
FRB 4331  1382.3  35   1297.3  1.378    10.2    3.0
FRB 4332   542.0  35    457.0  0.499    13.3    3.0
FRB 4333   612.3  35    527.3  0.278    13.3    2.0
FRB 4334   349.9  35    264.9  0.241    31.4    3.0
FRB 4335   743.0  35    658.0  0.341    12.7    2.0
FRB 4336   453.4  35    368.4  0.115    66.8    2.0
FRB 4337   347.2  35    262.2  0.315    20.7    1.0
FRB 4338   165.0  35     80.0  0.162    16.0    1.0
FRB 4339   980.0  35    895.0  1.004    13.2    2.0
FRB 4340  1019.6  35    934.6  0.933    13.6    2.0
FRB 4341   271.0  35    186.0  0.034    22.7    1.0
FRB 4342   687.7  35    602.7  0.228     9.5    2.0
FRB 4343   247.7  35    162.7  0.027    14.0    1.0
FRB 4344   240.2  35    155.2  0.173    10.3    1.0
FRB 4345   312.6  35    227.6  0.081    13.5    4.0
FRB 4346   459.9  35    374.9  0.421    10.6    2.0
FRB 4347   270.8  35    185.8  0.235    29.8    3.0
FRB 4348   704.3  35    619.3  0.400    18.2    2.0
FRB 4349   244.2  35    159.2  0.225    50.6    2.0
FRB 4350   267.9  35    182.9  0.020    20.0    2.0
FRB 4351   480.3  35    395.3  0.247    11.3    1.0
FRB 4352  1201.8  35   1116.8  1.030    10.4    2.0
FRB 4353   548.6  35    463.6  0.503    49.1    1.0
FRB 4354   380.8  35    295.8  0.448    17.2    1.0
FRB 4355   440.0  35    355.0  0.342    16.1    2.0
FRB 4356   812.7  35    727.7  0.507    11.6    1.0
FRB 4357   441.2  35    356.2  0.403    21.6    1.0
FRB 4358   452.2  35    367.2  0.480    10.1    3.0
FRB 4359  1341.4  35   1256.4  0.147    96.7    1.0
FRB 4360  1047.0  35    962.0  0.647    17.1    2.0
FRB 4361   513.7  35    428.7  0.228    13.0    2.0
FRB 4362   488.5  35    403.5  0.304    42.2    3.0
FRB 4363   415.0  35    330.0  0.401    14.1    4.0
FRB 4364   577.6  35    492.6  0.625    12.8    1.0
FRB 4365   187.9  35    102.9  0.010    15.1    3.0
FRB 4366   833.7  35    748.7  0.218    11.1    3.0
FRB 4367   232.9  35    147.9  0.088    14.9    1.0
FRB 4368   872.4  35    787.4  0.566    13.4    3.0
FRB 4369   298.9  35    213.9  0.287    82.9    0.0
FRB 4370   271.9  35    186.9  0.241    83.1    1.0
FRB 4371  1725.3  35   1640.3  0.658    16.9    3.0
FRB 4372   420.7  35    335.7  0.354    29.9    3.0
FRB 4373   699.0  35    614.0  0.345     9.7    0.0
FRB 4374   764.3  35    679.3  0.240    39.3    2.0
FRB 4375   378.9  35    293.9  0.403   123.4    2.0
FRB 4376   447.7  35    362.7  0.011    98.4    4.0
FRB 4377   385.9  35    300.9  0.280    40.2    4.0
FRB 4378   717.0  35    632.0  0.688    26.2    3.0
FRB 4379   419.6  35    334.6  0.524    15.6    1.0
FRB 4380   363.2  35    278.2  0.474    18.7    3.0
FRB 4381  1795.7  35   1710.7  0.628    16.0    3.0
FRB 4382  1092.8  35   1007.8  0.949    14.2    2.0
FRB 4383   799.9  35    714.9  0.768    44.2    0.0
FRB 4384   173.3  35     88.3  0.033    50.0    0.0
FRB 4385  1055.6  35    970.6  1.046    13.4    1.0
FRB 4386   340.9  35    255.9  0.269    10.0    4.0
FRB 4387   944.7  35    859.7  0.886    12.6    1.0
FRB 4388   707.5  35    622.5  0.344    19.2    4.0
FRB 4389   111.8  35     26.8  0.017    11.9    1.0
FRB 4390  1127.0  35   1042.0  1.570    13.9    2.0
FRB 4391   120.5  35     35.5  0.030    11.6    3.0
FRB 4392  2043.2  35   1958.2  0.514    25.3    3.0
FRB 4393   350.6  35    265.6  0.033    14.1    1.0
FRB 4394   776.1  35    691.1  0.898    10.4    2.0
FRB 4395   487.6  35    402.6  0.634    18.8    2.0
FRB 4396   719.2  35    634.2  0.408    35.0    2.0
FRB 4397   631.1  35    546.1  0.260    38.0    2.0
FRB 4398   455.7  35    370.7  0.489   114.4    1.0
FRB 4399   283.4  35    198.4  0.030   157.6    3.0
FRB 4400   623.7  35    538.7  0.711    24.2    2.0
FRB 4401  1137.7  35   1052.7  1.146    11.8    2.0
FRB 4402   631.1  35    546.1  0.509    12.7    4.0
FRB 4403   751.9  35    666.9  0.894    17.4    3.0
FRB 4404   351.8  35    266.8  0.235    13.9    1.0
FRB 4405   217.5  35    132.5  0.170   117.5    2.0
FRB 4406   749.7  35    664.7  0.916    12.5    3.0
FRB 4407   497.5  35    412.5  0.598    12.4    0.0
FRB 4408   852.7  35    767.7  0.871     9.6    3.0
FRB 4409   218.3  35    133.3  0.149    20.9    3.0
FRB 4410   739.6  35    654.6  0.944    14.1    0.0
FRB 4411   227.3  35    142.3  0.130    31.9    2.0
FRB 4412   301.0  35    216.0  0.341    10.7    1.0
FRB 4413   615.9  35    530.9  0.043    11.3    2.0
FRB 4414   306.7  35    221.7  0.034    48.5    2.0
FRB 4415   829.5  35    744.5  0.572    21.7    4.0
FRB 4416   734.1  35    649.1  0.590     9.7    4.0
FRB 4417   527.0  35    442.0  0.028    64.0    0.0
FRB 4418   584.4  35    499.4  0.350    29.6    1.0
FRB 4419   405.6  35    320.6  0.430    11.5    0.0
FRB 4420   593.3  35    508.3  0.617    24.8    3.0
FRB 4421   394.9  35    309.9  0.286    15.8    3.0
FRB 4422   615.1  35    530.1  0.646    10.8    2.0
FRB 4423   691.3  35    606.3  0.183    17.3    2.0
FRB 4424   571.5  35    486.5  0.457    13.8    4.0
FRB 4425   541.0  35    456.0  0.468    26.1    1.0
FRB 4426   861.8  35    776.8  0.510    22.0    3.0
FRB 4427  1408.8  35   1323.8  0.156    14.5    1.0
FRB 4428   247.5  35    162.5  0.182    38.9    2.0
FRB 4429   817.5  35    732.5  0.812     9.9    2.0
FRB 4430  1369.9  35   1284.9  1.096     9.8    1.0
FRB 4431   684.1  35    599.1  0.799    16.4    2.0
FRB 4432   934.0  35    849.0  0.757    18.8    2.0
FRB 4433   285.8  35    200.8  0.068    16.7    4.0
FRB 4434   153.0  35     68.0  0.017    11.1    3.0
FRB 4435   335.4  35    250.4  0.175    15.6    2.0
FRB 4436   640.0  35    555.0  0.438    19.7    3.0
FRB 4437   549.1  35    464.1  0.242    17.1    4.0
FRB 4438   232.7  35    147.7  0.089    17.9    3.0
FRB 4439   608.0  35    523.0  0.550    12.3    3.0
FRB 4440   252.1  35    167.1  0.141    17.6    2.0
FRB 4441   106.6  35     21.6  0.011    54.4    3.0
FRB 4442   516.2  35    431.2  0.395   178.9    2.0
FRB 4443   532.9  35    447.9  0.639    11.4    2.0
FRB 4444   622.3  35    537.3  0.390    20.4    2.0
FRB 4445   809.7  35    724.7  0.681     9.6    4.0
FRB 4446   818.6  35    733.6  0.154    89.6    3.0
FRB 4447   664.5  35    579.5  0.505    61.4    3.0
FRB 4448   303.6  35    218.6  0.277    12.2    2.0
FRB 4449   534.2  35    449.2  0.046    20.8    2.0
FRB 4450   291.1  35    206.1  0.122    45.0    2.0
FRB 4451   444.9  35    359.9  0.037    27.2    3.0
FRB 4452   619.4  35    534.4  0.128   233.1    1.0
FRB 4453   764.2  35    679.2  0.758    16.1    1.0
FRB 4454   405.8  35    320.8  0.196    52.5    3.0
FRB 4455   789.5  35    704.5  0.854    40.5    2.0
FRB 4456   493.7  35    408.7  0.052    22.1    3.0
FRB 4457   399.5  35    314.5  0.350    20.0    2.0
FRB 4458   559.5  35    474.5  0.294     9.7    4.0
FRB 4459   177.7  35     92.7  0.036    10.1    3.0
FRB 4460   980.3  35    895.3  0.691    19.0    3.0
FRB 4461  1215.2  35   1130.2  1.088    14.2    3.0
FRB 4462   470.7  35    385.7  0.527    24.2    1.0
FRB 4463   307.7  35    222.7  0.247    11.0    1.0
FRB 4464   261.9  35    176.9  0.067    43.8    3.0
FRB 4465   529.2  35    444.2  0.183    27.2    1.0
FRB 4466   401.2  35    316.2  0.372    30.8    2.0
FRB 4467   542.8  35    457.8  0.408    13.8    1.0
FRB 4468  1342.2  35   1257.2  1.354    11.0    1.0
FRB 4469   982.0  35    897.0  0.944     9.7    2.0
FRB 4470   520.2  35    435.2  0.490    15.9    3.0
FRB 4471   579.2  35    494.2  0.128    22.4    3.0
FRB 4472   359.4  35    274.4  0.393    13.6    2.0
FRB 4473   247.9  35    162.9  0.114    26.3    2.0
FRB 4474   189.9  35    104.9  0.094    39.5    3.0
FRB 4475   612.6  35    527.6  0.080     9.8    3.0
FRB 4476   561.6  35    476.6  0.435    19.7    1.0
FRB 4477   291.9  35    206.9  0.114    11.8    1.0
FRB 4478   591.1  35    506.1  0.069    14.3    3.0
FRB 4479  1191.2  35   1106.2  0.761    10.8    3.0
FRB 4480   483.2  35    398.2  0.519    20.5    2.0
FRB 4481   690.8  35    605.8  0.263    17.6    4.0
FRB 4482   790.5  35    705.5  0.749    13.8    4.0
FRB 4483   539.1  35    454.1  0.661    10.1    3.0
FRB 4484   461.7  35    376.7  0.326    79.1    2.0
FRB 4485  2361.6  35   2276.6  1.038    11.2    2.0
FRB 4486   499.8  35    414.8  0.184    14.3    2.0
FRB 4487   517.3  35    432.3  0.149    32.7    4.0
FRB 4488   480.8  35    395.8  0.214    11.6    3.0
FRB 4489   541.1  35    456.1  0.581    13.2    4.0
FRB 4490   706.0  35    621.0  0.863    12.4    1.0
FRB 4491   150.2  35     65.2  0.110    52.3    3.0
FRB 4492   491.6  35    406.6  0.593    25.5    1.0
FRB 4493   609.2  35    524.2  0.113    10.6    2.0
FRB 4494   859.3  35    774.3  0.863    12.3    3.0
FRB 4495   242.9  35    157.9  0.025   250.1    2.0
FRB 4496   525.6  35    440.6  0.511    11.8    5.0
FRB 4497   328.5  35    243.5  0.315    43.7    1.0
FRB 4498   428.5  35    343.5  0.544    11.3    0.0
FRB 4499   400.6  35    315.6  0.263    17.5    3.0
FRB 4500   611.9  35    526.9  0.781    36.9    2.0
FRB 4501   124.4  35     39.4  0.001    12.7    1.0
FRB 4502   332.1  35    247.1  0.018    16.1    1.0
FRB 4503   309.4  35    224.4  0.313    20.3    2.0
FRB 4504   284.2  35    199.2  0.129    13.8    2.0
FRB 4505   236.7  35    151.7  0.238    16.2    2.0
FRB 4506   343.4  35    258.4  0.164    22.0    4.0
FRB 4507   896.7  35    811.7  0.960    13.8    3.0
FRB 4508  1209.9  35   1124.9  1.457    12.0    3.0
FRB 4509  1967.4  35   1882.4  0.479     9.8    2.0
